Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,MonthlyIncome,DistanceFromHome,YearsAtCompany,YearsInCurrentRole,TotalWorkingYears,NumCompaniesWorked,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,StockOptionLevel,TrainingTimesLastYear,PercentSalaryHike,Attrition
31,Female,Married,Research & Development,Research Scientist,Human Resources,2,4153,12,4,0,10,1,Travel_Rarely,3,3,3,3,No,0,3,20,No
33,Female,Divorced,Research & Development,Manufacturing Director,Other,2,11476,3,4,0,9,4,Travel_Rarely,3,4,2,3,No,1,1,14,No
35,Female,Married,Sales,Sales Representative,Human Resources,2,3699,1,3,2,12,1,Travel_Rarely,1,2,2,3,No,0,1,17,No
34,Female,Divorced,Research & Development,Manufacturing Director,Human Resources,4,10119,10,5,3,14,2,Travel_Rarely,2,1,2,3,No,1,3,15,No
34,Female,Single,Sales,Sales Representative,Technical Degree,3,2176,1,1,1,12,7,Non-Travel,2,4,2,3,No,2,3,13,Yes
25,Male,Single,Research & Development,Research Scientist,Life Sciences,3,5627,19,1,1,6,5,Travel_Rarely,4,3,3,3,Yes,1,2,14,Yes
50,Female,Single,Research & Development,Research Scientist,Technical Degree,4,5678,23,10,0,28,4,Travel_Rarely,4,1,3,3,Yes,1,0,15,Yes
42,Male,Married,Research & Development,Manufacturing Director,Marketing,2,8408,5,3,3,22,3,Travel_Rarely,3,2,3,3,No,3,3,22,No
54,Male,Married,Research & Development,Research Director,Life Sciences,4,16318,8,2,2,36,5,Travel_Rarely,4,2,3,3,No,0,1,14,No
35,Male,Single,Research & Development,Research Scientist,Human Resources,4,4195,6,0,0,18,5,Travel_Rarely,3,3,3,3,No,0,3,19,Yes
37,Male,Divorced,Research & Development,Laboratory Technician,Technical Degree,3,2389,8,3,3,15,1,Travel_Rarely,3,2,3,4,No,2,3,14,No
41,Female,Married,Sales,Manager,Human Resources,4,14330,3,1,1,17,2,Travel_Rarely,1,4,3,3,No,0,2,14,No
37,Male,Single,Research & Development,Research Scientist,Marketing,3,5311,6,11,0,11,1,Travel_Rarely,3,1,3,3,No,1,2,18,No
47,Female,Married,Research & Development,Laboratory Technician,Technical Degree,3,3885,3,7,1,29,5,Travel_Rarely,4,4,2,3,No,1,4,15,No
28,Male,Single,Research & Development,Laboratory Technician,Medical,1,3022,4,3,0,3,1,Travel_Rarely,4,3,3,3,No,0,3,14,No
40,Male,Married,Research & Development,Laboratory Technician,Medical,3,2402,12,3,3,22,0,Travel_Rarely,3,3,3,3,No,1,1,17,No
32,Male,Married,Sales,Sales Representative,Life Sciences,1,2984,7,6,6,6,4,Travel_Rarely,3,2,2,3,Yes,1,2,20,No
46,Male,Divorced,Research & Development,Manufacturing Director,Medical,3,7990,13,1,0,24,5,Travel_Frequently,3,1,3,3,No,1,4,15,No
24,Male,Married,Research & Development,Research Scientist,Human Resources,5,4833,1,0,0,9,4,Travel_Frequently,3,3,3,3,Yes,1,6,13,Yes
49,Male,Married,Research & Development,Research Scientist,Technical Degree,2,3862,2,4,3,25,5,Travel_Rarely,4,4,4,3,No,0,1,17,No
32,Male,Married,Research & Development,Research Scientist,Medical,1,4373,29,4,2,12,6,Travel_Rarely,4,3,2,3,Yes,2,2,11,Yes
30,Female,Single,Research & Development,Research Director,Human Resources,3,14738,8,4,4,8,2,Travel_Frequently,3,1,2,3,Yes,1,2,18,No
25,Male,Married,Research & Development,Manufacturing Director,Technical Degree,4,8907,26,1,1,2,4,Travel_Rarely,3,4,2,3,Yes,0,6,11,No
47,Male,Single,Research & Development,Laboratory Technician,Other,3,4685,11,10,1,28,2,Travel_Rarely,2,4,3,3,Yes,0,4,13,Yes
32,Male,Married,Research & Development,Laboratory Technician,Marketing,1,3832,2,5,3,5,1,Travel_Rarely,1,1,2,4,No,0,0,14,No
51,Male,Married,Research & Development,Research Scientist,Other,2,5105,4,6,0,28,0,Travel_Rarely,1,1,2,3,Yes,0,5,16,No
36,Male,Single,Sales,Manager,Medical,3,14307,4,2,0,19,4,Travel_Rarely,3,3,1,3,No,0,1,15,No
18,Female,Single,Research & Development,Manufacturing Director,Marketing,4,9898,7,0,0,0,7,Travel_Rarely,3,3,4,3,Yes,0,2,19,No
18,Male,Married,Research & Development,Manufacturing Director,Other,4,10896,7,0,0,0,1,Travel_Frequently,1,1,2,3,No,0,4,16,Yes
37,Male,Divorced,Research & Development,Laboratory Technician,Other,3,5243,10,7,0,15,3,Travel_Rarely,2,1,2,3,Yes,2,4,11,Yes
31,Male,Single,Research & Development,Manufacturing Director,Technical Degree,4,9752,11,7,2,10,5,Travel_Rarely,4,4,3,3,No,3,4,11,No
41,Male,Married,Research & Development,Research Scientist,Life Sciences,3,4971,8,4,0,15,2,Travel_Rarely,1,4,3,3,No,0,4,11,Yes
29,Female,Single,Research & Development,Research Scientist,Medical,3,5281,17,2,1,8,2,Non-Travel,1,1,2,4,No,3,3,24,Yes
41,Male,Single,Research & Development,Laboratory Technician,Other,1,3193,5,0,0,19,2,Travel_Frequently,4,2,4,3,No,1,1,12,No
47,Female,Single,Sales,Sales Representative,Life Sciences,4,2894,18,3,1,27,3,Travel_Rarely,4,3,3,3,Yes,1,1,15,No
32,Female,Single,Sales,Sales Executive,Marketing,3,8224,3,5,3,8,1,Travel_Frequently,4,4,3,3,Yes,1,3,11,No
34,Male,Single,Research & Development,Research Director,Human Resources,2,17879,10,5,5,15,6,Travel_Rarely,4,4,3,3,No,1,5,14,No
38,Female,Married,Research & Development,Laboratory Technician,Technical Degree,3,1949,2,2,2,18,1,Travel_Rarely,4,4,3,3,No,0,4,11,No
38,Male,Married,Research & Development,Research Scientist,Medical,4,4107,16,2,1,27,2,Travel_Rarely,2,4,3,4,No,0,3,16,No
28,Female,Divorced,Sales,Manager,Technical Degree,4,14324,1,0,0,6,2,Travel_Rarely,2,4,4,3,Yes,1,2,18,No
40,Male,Divorced,Research & Development,Laboratory Technician,Marketing,3,2649,1,4,0,19,9,Travel_Rarely,4,4,2,3,No,2,3,12,No
28,Female,Single,Research & Development,Manufacturing Director,Human Resources,4,10811,1,4,1,4,5,Travel_Rarely,3,2,3,3,No,1,5,14,Yes
31,Male,Single,Sales,Sales Executive,Medical,3,6719,1,8,7,8,3,Travel_Rarely,2,1,3,3,No,2,1,14,No
32,Male,Married,Research & Development,Laboratory Technician,Life Sciences,4,2642,17,4,1,8,3,Travel_Rarely,1,1,3,3,Yes,1,1,18,No
42,Male,Single,Research & Development,Research Director,Marketing,4,14948,5,1,1,23,6,Travel_Rarely,3,4,3,3,Yes,0,2,16,No
20,Male,Married,Research & Development,Laboratory Technician,Technical Degree,4,1437,4,0,0,0,0,Travel_Rarely,2,4,3,3,No,0,3,12,No
40,Male,Single,Sales,Sales Executive,Human Resources,4,7904,6,1,1,20,2,Travel_Rarely,4,4,3,3,No,1,6,15,No
33,Male,Married,Sales,Manager,Life Sciences,1,13894,3,1,1,16,2,Travel_Rarely,4,2,2,3,No,1,3,12,No
45,Female,Married,Research & Development,Manufacturing Director,Other,3,10011,14,7,5,31,3,Travel_Rarely,3,4,3,3,No,0,1,14,No
40,Female,Divorced,Sales,Manager,Marketing,2,14677,1,7,0,22,4,Travel_Rarely,2,3,3,3,Yes,0,5,11,No
40,Female,Single,Sales,Sales Executive,Medical,3,5799,24,6,1,20,3,Travel_Rarely,3,4,3,3,Yes,2,1,14,No
27,Female,Single,Research & Development,Research Director,Life Sciences,3,15227,14,2,2,7,2,Travel_Frequently,2,1,3,3,No,0,6,16,No
38,Male,Single,Research & Development,Manufacturing Director,Life Sciences,2,8993,18,0,0,16,1,Travel_Rarely,2,4,1,3,Yes,0,1,11,No
28,Male,Married,Research & Development,Manufacturing Director,Medical,4,9716,2,8,2,8,4,Travel_Rarely,3,3,4,3,No,0,2,20,No
47,Female,Single,Research & Development,Research Scientist,Other,4,6610,1,3,0,23,1,Travel_Rarely,2,3,2,3,No,1,1,13,No
35,Female,Married,Research & Development,Manufacturing Director,Technical Degree,3,13359,2,17,5,17,2,Travel_Rarely,4,4,2,3,No,1,1,11,No
41,Male,Single,Research & Development,Research Scientist,Medical,2,5730,16,8,2,16,1,Travel_Rarely,1,3,2,3,No,0,4,17,No
28,Male,Single,Research & Development,Research Director,Technical Degree,2,16773,29,5,5,5,7,Non-Travel,3,1,4,3,No,1,1,13,No
35,Male,Single,Human Resources,Human Resources,Other,4,2209,1,3,1,12,4,Travel_Rarely,4,4,3,3,No,0,5,11,No
33,Female,Married,Research & Development,Manufacturing Director,Human Resources,4,10189,1,4,4,10,4,Travel_Rarely,1,3,4,3,No,3,1,15,No
42,Male,Married,Research & Development,Manufacturing Director,Medical,3,11140,1,14,3,18,1,Travel_Frequently,4,3,3,3,No,1,2,13,No
45,Male,Married,Human Resources,Human Resources,Marketing,3,4386,29,1,1,27,0,Travel_Rarely,3,1,3,3,No,1,1,14,No
39,Male,Married,Research & Development,Research Scientist,Technical Degree,3,5330,16,7,0,17,3,Travel_Rarely,4,3,2,3,No,0,3,11,No
28,Female,Married,Research & Development,Laboratory Technician,Medical,2,2795,4,5,1,8,3,Travel_Rarely,3,2,3,3,Yes,1,4,13,Yes
38,Female,Married,Research & Development,Manufacturing Director,Marketing,3,10400,4,4,1,18,5,Travel_Rarely,2,2,3,3,No,1,3,13,No
43,Female,Married,Sales,Sales Representative,Technical Degree,3,2052,5,4,0,21,3,Travel_Frequently,1,4,2,3,No,2,6,16,No
31,Male,Married,Research & Development,Research Scientist,Technical Degree,1,5372,4,8,2,8,4,Travel_Rarely,4,4,3,3,No,0,2,14,No
29,Female,Divorced,Research & Development,Research Scientist,Marketing,2,4997,6,2,0,6,4,Travel_Rarely,3,3,1,3,No,2,1,12,No
